"LANGUAGE","Angol",""
"MOD_DESCRIPTION","Javítja a játék betöltési folyamatát",""
"FAILED","sikertelen",""
"MISSING","hiányzó",""
"DUPLICATE","duplikálás",""
"DUPLICATES","dupla",""
"SCENES_AND_ASSETS","Szoftverelemek és Assetek",""
"MAIN","Fő szál",""
"SIMULATION","Szimulációs szál",""
"ASSETS_LOADER","Egyéni assetek",""
"NEW_LOADING_OPTIONS","Új betöltési lehetőségek",""
"MAJOR_GAME_UPDATE","Jelentős játékfrissítés észlelve. A mod most inaktív.",""
"ASSETS_REPORT","Asset jelentés",""
"ASSETS_REPORT_FOR_CS","Asset jelentés a Cities:Skylines játékhoz.",""
"TO_STOP_SAVING","A fájlok mentésének leállításához kapcsolja ki az „Assetek jelentésének mentése” opciót a Betöltési képernyő módban.",""
"ASSETS_THAT_FAILED","Assetek, amelyeket nem sikerült betölteni",""
"NO_FAILED_ASSETS","Nincsenek meghibásodott assetek.",""
"ASSET_ERRORS","Asset hibák",""
"NO_ERRORS_FOUND","Nem található hiba.",""
"ASSET_WARNINGS","Asset figyelmeztetések",""
"NO_WARNINGS","Nincs figyelmeztetés.",""
"ASSETS_THAT_ARE_MISSING","Hiányzó assetek",""
"SECTION_MIGHT_BE_INCOMPLETE","Megjegyzés: előfordulhat, hogy ez a szakasz hiányos, mert egyes assetek nincsenek jelentve.",""
"PLACED_BUT_MISSING","Két oka van annak, hogy egy asset megjelenjen ebben a részben: (1) Az asset a városban van elhelyezve, de hiányzik (2) Az assetet egy másik asset használja, de hiányzik.",""
"NO_MISSING_ASSETS","Nincs hiányzó asset.",""
"TO_TRACK_MISSING","A hiányzó assetek nyomon követéséhez engedélyezze a „Használt assetek betöltése” lehetőséget.",""
"DUPLICATE_NAMES","Ismétlődő asset nevek",""
"THESE_ARE_USED","A következő egyéni asseteket használják ebben a városban",""
"NO_USED_ASSETS","Nincsenek használt assetek.",""
"THESE_ARE_UNNECESSARY","A következő engedélyezett assetek jelenleg szükségtelenek (nem használják ebben a városban)",""
"ENABLED_BUT_UNNECESSARY","Két oka van annak, hogy egy asset megjelenjen ebben a szakaszban: (1) Az asset engedélyezett, de szükségtelen (2) Az asset engedélyezett kerületi stílusban szerepel, de szükségtelen.",""
"NO_UNNECESSARY_ASSETS","Nincsenek felesleges assetek.",""
"TO_TRACK_USED","A használt assetek nyomon követéséhez engedélyezze a „Használt assetek betöltése” lehetőséget.",""
"LOADING_STATS","Statisztikák betöltése",""
"PERFORMANCE","Teljesítmény",""
"CUSTOM_ASSETS_LOADED","Egyéni assetek betöltve",""
"ASSETS","assetek",""
"LOADING_SPEED","Betöltési sebesség",""
"ASSETS_PER_SECOND","assetek / másodperc",""
"ASSETS_LOADING_TIME","Egyéni assetek betöltési ideje",""
"MINUTES_SECONDS","perc:másodperc",""
"TOTAL_LOADING_TIME","Teljes betöltési idő",""
"PEAK_MEMORY_USAGE","Memóriahasználati csúcs",""
"VIRTUAL_MEMORY","Virtuális memória",""
"SHARING_OF_RESOURCES","Egyéni assetforrások megosztása",""
"TEXTURES","Textúrák",""
"TIMES","alkalom",""
"MATERIALS","Anyagok",""
"MESHES","Hálópontok",""
"SKIPPED_PREFABS","Kihagyott előregyártott szoftverelemek",""
"BUILDING_PREFABS","Épületek szoftverelemei",""
"VEHICLE_PREFABS","Jármű szoftverelemek",""
"PROP_PREFABS","Prop előgyártmányok",""
"ASSETS_BROWSER","Tartalomböngésző",""
"ASSET_BUGS","Asset hibák",""
"ASSET_BUG","Asset hiba",""
"ASSET_USES_PRIVATE_ASSET","A műhely asset magán elemeket használ",""
"NO_LINK_IS_AVAILABLE","valószínűleg egy műhelybeli prop vagy fa, de nincs elérhető hivatkozás.",""
"IS_POSSIBLY_DLC","esetleg DLC ​​vagy mod tartalom.",""
"SAME_ASSET_NAME","Ugyanaz az asset név",""
"IN_ALL_OF_THESE","mindezekben",""
"NO_DUPLICATES","Nincsenek ismétlődések.",""
"PROBLEMS_WERE_DETECTED","Ezekben az assetekben problémákat észleltek.",""
"INVALID_LOD_TEXTURE_SIZE","Érvénytelen LOD textúraméret",""
"ASSET_NAMING_CONFLICT","Elemelnevezési ütközés",""
"OBSERVATIONS_WERE_MADE","Figyelmeztetések hangzottak el ezekkel az eszközökkel kapcsolatban.",""
"VERY_LARGE_LOD_TEXTURE","Nagyon nagy LOD textúra",""
"YOU_HAVE","Neked van",""
"DOES_NOT_CONTAIN","de nem tartalmazza",""
"NAME_PROBABLY_CHANGED","A név valószínűleg megváltozott",""
"BY_THE_AUTHOR","az asset szerzője által.",""
"VERY_LARGE_LOD_MESH","Nagyon nagy LOD hálópontszám",""
"BUILDINGS_AND_PARKS","Építmények és parkok",""
"PROPS","Prop",""
"TREES","Fák",""
"VEHICLES","Járművek",""
"CITIZENS","Polgárok",""
"NETS","Vezeték",""
"NETS_IN_BUILDINGS","Hálók épületekben és parkokban",""
"PROPS_IN_BUILDINGS","Tartók épületekben, parkokban és hálókban",""
"TREES_IN_BUILDINGS","Fák épületekben, parkokban és hálókban",""
"AS_YOU_KNOW","#Mint Te is tudod, az LSM hiányzó és ismétlődő eszközöket jelent a betöltési képernyőn és az Asset jelentésben.",""
"USING_THIS_FILE","#E fájl használatával, ha akarod, leállíthatod az egyes assetek jelentését.",""
"THESE_ARE_NOT_REPORTED","#Ezeket az asseteket nem jelentették. Egy tartalmi elem újbóli bejelentéséhez helyezd vissza a hashtaget, vagy távolítsd el a sort.",""
"LSM_REPORTED_THESE","Az #LSM jelentette ezeket az asseteket. A jelentésük leállításához távolítsd el a hashtageket.",""
"REPORTED_MISSING","#Eltűnést jelentve.",""
"REPORTED_DUPLICATE","#Jelentett ismétlődés.",""
"GO_AHEAD","#Tölts be egy játékmentést, amelyben hiányzik néhány elem, majd nyisd meg újra ezt a fájlt.",""
"INCOMPATIBLE_VERSION","A mod verzió nem kompatibilis a játék verziójával",""
"LOADING_OPTIONS_FOR_ASSETS","Betöltési lehetőségek egyéni assetekhez",""
"CUSTOM_MEANS","Az ""egyedi"" a műhely asseteit és a saját magad által létrehozott asseteket jelenti",""
